name, batch, gosdt_accu, gosdt_time_elapsed, gosdt_accu_train, mem_MiB 
tic-tac-toe, 12, 0.71181, 304.88, 0.71791, 18243.484375
tic-tac-toe, 13, 0.77778, 305.28, 0.78358, 18181.273438
tic-tac-toe, 14, 0.68403, 304.93, 0.72985, 18237.316406
tic-tac-toe, 15, 0.75694, 305.79, 0.79254, 18186.589844
tic-tac-toe, 16, 0.80556, 305.70, 0.78507, 18236.332031
tic-tac-toe, 17, 0.82292, 305.05, 0.77761, 18247.050781
tic-tac-toe, 18, 0.77083, 305.15, 0.75522, 18376.390625
tic-tac-toe, 19, 0.79167, 305.50, 0.79254, 18218.761719
tic-tac-toe, 20, 0.79167, 305.64, 0.77761, 18265.828125
breast-wisconsin, 1, 0.91707, 306.89, 0.97908, 5921.632812
breast-wisconsin, 2, 0.94146, 307.39, 0.97280, 5901.945312
breast-wisconsin, 3, 0.96585, 311.10, 0.94979, 5805.007812
breast-wisconsin, 4, 0.93659, 309.54, 0.96234, 5305.773438
breast-wisconsin, 5, 0.96585, 310.76, 0.94979, 5257.871094
breast-wisconsin, 6, 0.94634, 309.44, 0.95816, 5557.492188
breast-wisconsin, 7, 0.94634, 310.59, 0.95816, 5650.718750
breast-wisconsin, 8, 0.93171, 302.58, 0.95816, 5888.195312
breast-wisconsin, 9, 0.95122, 306.89, 0.95188, 5701.566406
breast-wisconsin, 10, 0.93659, 313.60, 0.95607, 5453.621094
breast-wisconsin, 11, 0.93171, 305.92, 0.96444, 5079.566406
breast-wisconsin, 12, 0.94146, 306.10, 0.95397, 5725.128906
breast-wisconsin, 13, 0.92683, 306.28, 0.96234, 5822.843750
breast-wisconsin, 14, 0.94634, 310.75, 0.95397, 5738.949219
breast-wisconsin, 15, 0.96098, 306.82, 0.94979, 5686.238281
breast-wisconsin, 16, 0.96585, 302.79, 0.94979, 5067.832031
breast-wisconsin, 17, 0.91707, 309.40, 0.96653, 5801.957031
breast-wisconsin, 18, 0.94634, 304.62, 0.95188, 5526.835938
breast-wisconsin, 19, 0.94146, 304.90, 0.96025, 5757.957031
breast-wisconsin, 20, 0.93659, 309.74, 0.94979, 5641.804688
german-credit, 1, 0.68667, 317.63, 0.72429, 8163.906250
german-credit, 2, 0.69333, 320.14, 0.73714, 8597.968750
german-credit, 3, 0.72000, 317.50, 0.73286, 8210.429688
german-credit, 4, 0.70000, 320.48, 0.75429, 8914.664062
german-credit, 5, 0.71000, 321.87, 0.73571, 8947.316406
german-credit, 6, 0.72667, 321.66, 0.73857, 8970.398438
german-credit, 7, 0.73000, 321.02, 0.74143, 8892.597656
german-credit, 8, 0.76667, 321.64, 0.73000, 9016.554688
german-credit, 9, 0.73333, 318.55, 0.70429, 8950.480469
german-credit, 10, 0.65333, 318.81, 0.73857, 8570.839844
german-credit, 11, 0.64333, 317.82, 0.75286, 8373.710938
german-credit, 12, 0.71333, 321.08, 0.73429, 8713.710938
german-credit, 13, 0.70333, 320.12, 0.73286, 8595.191406
german-credit, 14, 0.73667, 321.95, 0.72000, 9096.785156
german-credit, 15, 0.71000, 320.63, 0.72857, 8594.218750
german-credit, 16, 0.70333, 319.32, 0.74857, 8647.828125
german-credit, 17, 0.71000, 318.81, 0.74143, 8399.085938
german-credit, 18, 0.70667, 321.73, 0.74571, 8277.230469
german-credit, 19, 0.71333, 320.59, 0.72714, 8758.011719
german-credit, 20, 0.70000, 316.73, 0.73857, 8177.191406
