name, batch, dl_accu, dl_f1, dl_time_elapsed, dl_accu_train 
breast-wisconsin, 4, 0.95610, 0.96727, 0.03, 0.97280
breast-wisconsin, 5, 0.95122, 0.96269, 0.03, 0.96653
breast-wisconsin, 6, 0.95122, 0.96000, 0.03, 0.97490
breast-wisconsin, 7, 0.96098, 0.96970, 0.03, 0.96234
breast-wisconsin, 8, 0.97073, 0.97727, 0.03, 0.96653
breast-wisconsin, 9, 0.97561, 0.98127, 0.03, 0.96444
breast-wisconsin, 10, 0.97073, 0.97710, 0.03, 0.96653
breast-wisconsin, 11, 0.94146, 0.95238, 0.03, 0.97071
breast-wisconsin, 12, 0.94634, 0.95436, 0.03, 0.97280
breast-wisconsin, 13, 0.95122, 0.96183, 0.03, 0.97490
breast-wisconsin, 14, 0.97073, 0.97727, 0.03, 0.96234
breast-wisconsin, 15, 0.97561, 0.98195, 0.03, 0.96444
breast-wisconsin, 16, 0.97561, 0.97942, 0.03, 0.96444
breast-wisconsin, 17, 0.96098, 0.97015, 0.03, 0.97071
breast-wisconsin, 18, 0.97561, 0.98182, 0.03, 0.96444
breast-wisconsin, 19, 0.96098, 0.97183, 0.03, 0.97071
breast-wisconsin, 20, 0.96098, 0.97080, 0.03, 0.96653
german-credit, 1, 0.71667, 0.80813, 0.04, 0.73857
german-credit, 2, 0.70333, 0.80089, 0.04, 0.74429
german-credit, 3, 0.72667, 0.81858, 0.03, 0.73429
german-credit, 4, 0.70000, 0.81328, 0.03, 0.74000
german-credit, 5, 0.73000, 0.82119, 0.05, 0.73286
german-credit, 6, 0.69000, 0.79739, 0.03, 0.74571
german-credit, 7, 0.72333, 0.81758, 0.03, 0.73714
german-credit, 8, 0.74000, 0.83613, 0.03, 0.72857
german-credit, 9, 0.74333, 0.83297, 0.03, 0.72714
german-credit, 10, 0.71333, 0.81304, 0.04, 0.74000
german-credit, 11, 0.70000, 0.79452, 0.03, 0.74571
german-credit, 12, 0.73667, 0.83084, 0.04, 0.73000
german-credit, 13, 0.72333, 0.82526, 0.04, 0.73143
german-credit, 14, 0.70667, 0.80444, 0.03, 0.73000
german-credit, 15, 0.73667, 0.83368, 0.04, 0.73000
german-credit, 16, 0.71333, 0.81057, 0.03, 0.74000
german-credit, 17, 0.69333, 0.80753, 0.03, 0.73714
german-credit, 18, 0.71667, 0.80638, 0.03, 0.73857
german-credit, 19, 0.70667, 0.81590, 0.03, 0.73429
german-credit, 20, 0.72667, 0.81858, 0.03, 0.73429
