name, batch, dl_accu, dl_f1, dl_time_elapsed, dl_accu_train 
breast-wisconsin, 4, 0.93659, 0.95374, 0.00, 0.92678
breast-wisconsin, 5, 0.94146, 0.95652, 0.00, 0.92469
breast-wisconsin, 6, 0.92195, 0.93846, 0.00, 0.93305
breast-wisconsin, 7, 0.94146, 0.95556, 0.00, 0.92469
breast-wisconsin, 8, 0.92683, 0.94545, 0.00, 0.93096
breast-wisconsin, 9, 0.94146, 0.95385, 0.00, 0.92050
breast-wisconsin, 10, 0.91707, 0.93585, 0.00, 0.92887
breast-wisconsin, 11, 0.91707, 0.93436, 0.00, 0.93515
breast-wisconsin, 12, 0.92683, 0.93878, 0.00, 0.93096
breast-wisconsin, 13, 0.90244, 0.92126, 0.00, 0.93724
breast-wisconsin, 14, 0.93171, 0.94853, 0.00, 0.92259
breast-wisconsin, 15, 0.92683, 0.94700, 0.00, 0.92469
breast-wisconsin, 16, 0.94146, 0.95238, 0.00, 0.92469
breast-wisconsin, 17, 0.88293, 0.90698, 0.00, 0.94561
breast-wisconsin, 18, 0.93659, 0.95406, 0.00, 0.92678
breast-wisconsin, 19, 0.91707, 0.94237, 0.00, 0.93515
breast-wisconsin, 20, 0.90732, 0.92884, 0.00, 0.93515
german-credit, 1, 0.69000, 0.80903, 0.00, 0.71857
german-credit, 2, 0.68000, 0.80328, 0.00, 0.72286
german-credit, 3, 0.69333, 0.81148, 0.00, 0.70714
german-credit, 4, 0.69000, 0.81059, 0.00, 0.71857
german-credit, 5, 0.72333, 0.83499, 0.00, 0.70429
german-credit, 6, 0.68667, 0.80498, 0.00, 0.71000
german-credit, 7, 0.71333, 0.82591, 0.00, 0.70429
german-credit, 8, 0.73667, 0.84168, 0.00, 0.69857
german-credit, 9, 0.73000, 0.83832, 0.00, 0.70143
german-credit, 10, 0.67333, 0.79835, 0.00, 0.72143
german-credit, 11, 0.66000, 0.79268, 0.00, 0.72714
german-credit, 12, 0.71667, 0.83034, 0.00, 0.70286
german-credit, 13, 0.69000, 0.81136, 0.00, 0.71429
german-credit, 14, 0.74667, 0.85156, 0.00, 0.69429
german-credit, 15, 0.71667, 0.83034, 0.00, 0.70714
german-credit, 16, 0.72000, 0.83333, 0.00, 0.70571
german-credit, 17, 0.69000, 0.81136, 0.00, 0.71429
german-credit, 18, 0.70333, 0.81800, 0.00, 0.71286
german-credit, 19, 0.71333, 0.82661, 0.00, 0.70857
german-credit, 20, 0.69667, 0.81764, 0.00, 0.71571
