
name, batch, dl_accu, dl_f1, dl_time_elapsed, dl_accu_train 
breast-wisconsin, 4, 0.95610, 0.96703, 2.76, 0.98536
breast-wisconsin, 5, 0.96098, 0.97037, 3.02, 0.97908
breast-wisconsin, 6, 0.95122, 0.95968, 2.60, 0.98745
breast-wisconsin, 7, 0.97561, 0.98099, 3.25, 0.97490
breast-wisconsin, 8, 0.93659, 0.95131, 2.99, 0.98326
breast-wisconsin, 9, 0.97073, 0.97794, 3.59, 0.97490
breast-wisconsin, 10, 0.94146, 0.95385, 3.12, 0.97908
breast-wisconsin, 11, 0.94634, 0.95582, 2.89, 0.98326
breast-wisconsin, 12, 0.95122, 0.95726, 3.06, 0.98117
breast-wisconsin, 13, 0.96098, 0.96923, 2.83, 0.98536
breast-wisconsin, 14, 0.97073, 0.97744, 3.24, 0.97490
breast-wisconsin, 15, 0.97561, 0.98195, 3.87, 0.97280
breast-wisconsin, 16, 0.95122, 0.95968, 3.36, 0.97699
breast-wisconsin, 17, 0.96098, 0.96992, 3.16, 0.98326
breast-wisconsin, 18, 0.94634, 0.95971, 3.44, 0.97908
breast-wisconsin, 19, 0.95610, 0.96820, 3.01, 0.98326
breast-wisconsin, 20, 0.94634, 0.96029, 3.01, 0.97908
german-credit, 1, 0.71667, 0.80460, 4.52, 0.76857
german-credit, 2, 0.67000, 0.78891, 4.28, 0.77714
german-credit, 3, 0.73333, 0.82301, 4.35, 0.76286
german-credit, 4, 0.71667, 0.81720, 4.23, 0.76714
german-credit, 5, 0.75333, 0.83258, 4.17, 0.76714
german-credit, 6, 0.71667, 0.80726, 4.00, 0.78286
german-credit, 7, 0.73000, 0.81633, 4.28, 0.76286
german-credit, 8, 0.74000, 0.82432, 4.08, 0.76286
german-credit, 9, 0.75333, 0.83482, 4.19, 0.75857
german-credit, 10, 0.68667, 0.79476, 4.35, 0.77000
german-credit, 11, 0.73667, 0.81412, 4.46, 0.77286
german-credit, 12, 0.76333, 0.84187, 4.26, 0.76143
german-credit, 13, 0.74333, 0.82697, 4.63, 0.76000
german-credit, 14, 0.72333, 0.81758, 3.77, 0.78000
german-credit, 15, 0.73000, 0.81206, 4.10, 0.77000
german-credit, 16, 0.73333, 0.81900, 4.06, 0.77714
german-credit, 17, 0.71667, 0.81236, 4.59, 0.76571
german-credit, 18, 0.74000, 0.82353, 4.35, 0.77143
german-credit, 19, 0.72333, 0.80562, 3.96, 0.77571
german-credit, 20, 0.74333, 0.82460, 4.07, 0.77143
